,Unnamed: 0,Address,Beds,Bath,Size_sqft,Lot_Size,Agent_Name ,Agent_Company,Price,Walk_Score,Transit_Score,Bike_Score
437,437,"1541 Trimingham Drive, Pleasanton, Alameda County, CA, 94566",3,3.0,"1,920",0.08 ac,Jeff Clyma ,Re/Max Accord,"$1,425,000 USD",74.0,32.0,75.0
438,438,"2850 Calle Reynoso, Pleasanton, Alameda County, CA, 94566",5,3.0,"2,469",0.16 ac,Jo Ann Luisi ,Compass,"$1,799,950 USD",15.0,21.0,67.0
439,439,"3417Smoketree Commons 147, Pleasanton, Alameda County, CA, 94566",2,2.0,856,0,Janet Anderson ,Keller Williams - Stockton,"$649,000 USD",50.0,32.0,68.0
440,440,"7615 Canyon Meadow Cir C, Pleasanton, Alameda County, CA, 94588",2,1.0,790,0,Gabriele Orbell ,Keller Williams Realty,"$495,000 USD",1.0,13.0,24.0
441,441,"3143 Thistledown Ct, Pleasanton, Alameda County, CA, 94588",4,2.0,"1,959",0.14 ac,Sherry Nigg ,Re/Max Accord,"$1,598,000 USD",19.0,32.0,64.0
442,442,"409 Neal St, Pleasanton, Alameda County, CA, 94566",3,3.0,"2,262",0.21 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,850,000 USD",83.0,33.0,38.0
443,443,"4738 Woodthrush Ct, Pleasanton, Alameda County, CA, 94566",4,3.0,"1,800",0.17 ac,Kaajal Shahani ,Intero Real Estate Services,"$1,849,000 USD",46.0,34.0,71.0
444,444,"4328 Addison Way, Pleasanton, Alameda County, CA, 94588",3,2.0,"1,614",0.145 ac,Julia Murtagh ,Compass,"$1,369,000 USD",68.0,35.0,76.0
445,445,"3592 Gresham Ct, Pleasanton, Alameda County, CA, 94588",4,3.0,"2,600",0.3 ac,Rebecca Bruner ,Re/Max Accord,"$1,675,000 USD",74.0,35.0,80.0
446,446,"3263 Vineyard Ave. #69, Pleasanton, Alameda County, CA, 94566",3,2.0,"1,344",0,Alexander Ho ,Alliance Manufactured Homes,"$409,000 USD",43.0,33.0,73.0
447,447,"4108 Jensen St, Pleasanton, Alameda County, CA, 94566",3,1.0,"1,040",0.14 ac,Miranda Mattos ,Compass,"$899,000 USD",74.0,33.0,75.0
448,448,"3350 Hadsell Ct, Pleasanton, Alameda County, CA, 94588",4,3.0,"1,914",0.1 ac,Jeannine Rinetti ,"Rinetti & Co., REALTORS®","$1,698,000 USD",36.0,32.0,61.0
449,449,"567 Bonita Ave, Pleasanton, Alameda County, CA, 94566",3,2.0,"1,571",0.18 ac,Mike Carey ,Investment Real Estate,"$1,698,000 USD",65.0,32.0,33.0
450,450,"3738 N Hawaii Court, Pleasanton, Alameda County, CA, 94588",4,2.0,"1,760",0.15 ac,Corey Green ,Keller Williams Tri-Valley,"$1,528,000 USD",42.0,27.0,71.0
451,451,"5525 Old School Rd, Pleasanton, Contra Costa County, CA, 94588",4,3.0,"2,940",2.28 ac,Gregory Jackson ,Compass,"$2,695,000 USD",7.0,0.0,8.0
452,452,"4854 Braxton Pl, Pleasanton, Alameda County, CA, 94566",5,4.0,"3,609",0.23 ac,DeAnna Armario ,Keller Williams Tri-Valley,"$2,585,000 USD",15.0,21.0,11.0
453,453,"6981 Corte Antonio, Pleasanton, Alameda County, CA, 94566",4,3.0,"2,336",0.16 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,895,000 USD",16.0,20.0,64.0
454,454,"37 Castledown Rd, Pleasanton, Alameda County, CA, 94566",3,4.0,"2,564",0.48 ac,Sheri Case McNutt ,Legacy Real Estate & Assoc.,"$1,999,950 USD",7.0,0.0,11.0
455,455,"8015 Canyon Creek Cir, Pleasanton, Alameda County, CA, 94588",5,4.0,"2,127",0.12 ac,Jake Fahnhorst ,Keller Williams Tri-Valley,"$1,699,000 USD",2.0,9.0,20.0
456,456,"45 Lundys Lane , San Mateo, San Mateo County, CA, 94402",4,3.5,"3,660",0,Becky Geller ,Compass,"$3,495,000 USD",23.0,0.0,23.0
457,457,"1024 Shoreline Dr, San Mateo, San Mateo County, CA, 94404",2,2.0,"1,150",0.03 ac,Mahshid Shaghafi ,Christie's Intl Real Estate Se,"$938,888 USD",61.0,32.0,76.0
458,458,"3815 Fernwood Street , San Mateo, San Mateo County, CA, 94403",3,2.0,"1,320",0,Jim Tierney ,NetEquity Real Estate,"$1,450,000 USD",40.0,35.0,16.0
459,459,"10 Crystal Springs Road , San Mateo, San Mateo County, CA, 94402",2,2.0,"1,238",0,Linda Druml ,Polaris Pacific,"$1,200,000 USD",95.0,46.0,61.0
460,460,"200 Elm Street 104, San Mateo, San Mateo County, CA, 94401",1,1.0,865,0.907 ac,Geoffrey Williams ,Compass,"$720,000 USD",88.0,46.0,70.0
461,461,"2625 Monterey ST, San Mateo, San Mateo County, CA, 94403",4,4.0,"3,300",0.264 ac,Disen Cai RE Group ,KW Peninsula Estates,"$3,680,000 USD",46.0,31.0,25.0
462,462,"1166 Dover Lane , Foster City, San Mateo County, CA, 94404",3,2.5,"1,790",0,Sue Walsh ,Compass,"$2,798,000 USD",45.0,0.0,56.0
463,463,"1 Baldwin AVE 319, San Mateo, San Mateo County, CA, 94401",1,1.0,"1,000",0,Joyce Bartel ,Compass,"$225,000 USD",96.0,47.0,69.0
464,464,"1636 Marina Ct Unit D, San Mateo, San Mateo County, CA, 94403",3,1.5,"1,054",0,Ava McLeod DRE#01965780 ,Alliance Bay Realty,"$849,000 USD",54.0,36.0,75.0
465,465,"519 Sylvan AVE, San Mateo, San Mateo County, CA, 94403",4,4.0,"2,382",0.127 ac,David Wang ,Compass,"$2,850,888 USD",56.0,37.0,52.0
466,466,"864 Andromeda LN, Foster City, San Mateo County, CA, 94404",3,3.0,"1,546",3.898 ac,Mary Bee ,RE/MAX Star Properties,"$1,735,000 USD",73.0,0.0,69.0
467,467,"1830 E Helene CT, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,000",0.211 ac,Corazon Lim ,eXp Realty of California Inc.,"$1,300,000 USD",58.0,29.0,80.0
468,468,"1006 College AVE, San Mateo, San Mateo County, CA, 94401",3,3.0,"1,786",0.115 ac,Luis Ocon ,eXp Realty of California Inc.,"$1,649,888 USD",71.0,31.0,59.0
469,469,"1 Baldwin AVE 219, San Mateo, San Mateo County, CA, 94401",1,1.0,"1,000",0,The Sharp Group ,KW Peninsula Estates,"$298,000 USD",96.0,47.0,69.0
470,470,"845 N Humboldt ST 410, San Mateo, San Mateo County, CA, 94401",1,1.0,693,0,Disen Cai RE Group ,KW Peninsula Estates,"$570,000 USD",78.0,33.0,68.0
471,471,"626 Crane Ave , Foster City, San Mateo County, CA, 94404",4,2.0,"1,810",0,Suzanne O'Brien ,Intero,"$1,948,000 USD",33.0,0.0,61.0
472,472,"244 State Street , San Mateo, San Mateo County, CA, 94401",2,2.5,"1,150",0,Mary Molinari ,Coldwell Banker Realty,"$1,080,000 USD",80.0,43.0,70.0
473,473,"212 Huron AVE, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,120",0.126 ac,Samantha Zhao ,Keller Williams Palo Alto,"$1,450,000 USD",60.0,23.0,72.0
474,474,"6 Fairoaks Ct, San Mateo, San Mateo County, CA, 94403",3,3.0,"2,420",0.25 ac,Chris VavRosky ,Golden Gate Sotheby's Int'l,"$2,888,000 USD",64.0,30.0,32.0
475,475,"400 Mariners Island Blvd., #318 , San Mateo, San Mateo County, CA, 94404",2,2.0,0,0,Kathleen Wilson ,Compass,"$739,000 USD",27.0,29.0,70.0
476,476,"72 W Poplar AVE, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,610",0.136 ac,Denice M. Nagel ,KW Peninsula Estates,"$2,598,000 USD",66.0,42.0,49.0
477,477,"615 Port Dr #101 , San Mateo, San Mateo County, CA, 94404",2,2.0,"1,121",0,Margot Lockwood & Ricky Flores ,Golden Gate Sotheby's International Realty,"$899,000 USD",17.0,29.0,65.0
478,478,"1017 Monte Diablo AVE, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,360",0.097 ac,Todd Fernandes ,Intero Real Estate Services,"$1,399,000 USD",83.0,43.0,73.0
479,479,"841 Kathryne AVE, San Mateo, San Mateo County, CA, 94401",5,2.0,"1,990",0.138 ac,Sandra Darrow ,Real Estate eBroker Inc,"$1,400,000 USD",58.0,29.0,80.0
480,480,"45 Lundys Lane , San Mateo, San Mateo County, CA, 94402",4,3.5,"3,660",0,Becky Geller ,Compass,"$3,495,000 USD",23.0,0.0,23.0
481,481,"1024 Shoreline Dr, San Mateo, San Mateo County, CA, 94404",2,2.0,"1,150",0.03 ac,Mahshid Shaghafi ,Christie's Intl Real Estate Se,"$938,888 USD",61.0,32.0,76.0
482,482,"3815 Fernwood Street , San Mateo, San Mateo County, CA, 94403",3,2.0,"1,320",0,Jim Tierney ,NetEquity Real Estate,"$1,450,000 USD",40.0,35.0,16.0
483,483,"10 Crystal Springs Road , San Mateo, San Mateo County, CA, 94402",2,2.0,"1,238",0,Linda Druml ,Polaris Pacific,"$1,200,000 USD",95.0,46.0,61.0
484,484,"200 Elm Street 104, San Mateo, San Mateo County, CA, 94401",1,1.0,865,0.907 ac,Geoffrey Williams ,Compass,"$720,000 USD",88.0,46.0,70.0
485,485,"2625 Monterey ST, San Mateo, San Mateo County, CA, 94403",4,4.0,"3,300",0.264 ac,Disen Cai RE Group ,KW Peninsula Estates,"$3,680,000 USD",46.0,31.0,25.0
486,486,"1166 Dover Lane , Foster City, San Mateo County, CA, 94404",3,2.5,"1,790",0,Sue Walsh ,Compass,"$2,798,000 USD",45.0,0.0,56.0
487,487,"1 Baldwin AVE 319, San Mateo, San Mateo County, CA, 94401",1,1.0,"1,000",0,Joyce Bartel ,Compass,"$225,000 USD",96.0,47.0,69.0
488,488,"1636 Marina Ct Unit D, San Mateo, San Mateo County, CA, 94403",3,1.5,"1,054",0,Ava McLeod DRE#01965780 ,Alliance Bay Realty,"$849,000 USD",54.0,36.0,75.0
489,489,"519 Sylvan AVE, San Mateo, San Mateo County, CA, 94403",4,4.0,"2,382",0.127 ac,David Wang ,Compass,"$2,850,888 USD",56.0,37.0,52.0
490,490,"864 Andromeda LN, Foster City, San Mateo County, CA, 94404",3,3.0,"1,546",3.898 ac,Mary Bee ,RE/MAX Star Properties,"$1,735,000 USD",73.0,0.0,69.0
491,491,"1830 E Helene CT, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,000",0.211 ac,Corazon Lim ,eXp Realty of California Inc.,"$1,300,000 USD",58.0,29.0,80.0
492,492,"1006 College AVE, San Mateo, San Mateo County, CA, 94401",3,3.0,"1,786",0.115 ac,Luis Ocon ,eXp Realty of California Inc.,"$1,649,888 USD",71.0,31.0,59.0
493,493,"1 Baldwin AVE 219, San Mateo, San Mateo County, CA, 94401",1,1.0,"1,000",0,The Sharp Group ,KW Peninsula Estates,"$298,000 USD",96.0,47.0,69.0
494,494,"845 N Humboldt ST 410, San Mateo, San Mateo County, CA, 94401",1,1.0,693,0,Disen Cai RE Group ,KW Peninsula Estates,"$570,000 USD",78.0,33.0,68.0
495,495,"626 Crane Ave , Foster City, San Mateo County, CA, 94404",4,2.0,"1,810",0,Suzanne O'Brien ,Intero,"$1,948,000 USD",33.0,0.0,61.0
496,496,"244 State Street , San Mateo, San Mateo County, CA, 94401",2,2.5,"1,150",0,Mary Molinari ,Coldwell Banker Realty,"$1,080,000 USD",80.0,43.0,70.0
497,497,"212 Huron AVE, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,120",0.126 ac,Samantha Zhao ,Keller Williams Palo Alto,"$1,450,000 USD",60.0,23.0,72.0
498,498,"6 Fairoaks Ct, San Mateo, San Mateo County, CA, 94403",3,3.0,"2,420",0.25 ac,Chris VavRosky ,Golden Gate Sotheby's Int'l,"$2,888,000 USD",64.0,30.0,32.0
499,499,"400 Mariners Island Blvd., #318 , San Mateo, San Mateo County, CA, 94404",2,2.0,0,0,Kathleen Wilson ,Compass,"$739,000 USD",27.0,29.0,70.0
500,500,"72 W Poplar AVE, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,610",0.136 ac,Denice M. Nagel ,KW Peninsula Estates,"$2,598,000 USD",66.0,42.0,49.0
501,501,"615 Port Dr #101 , San Mateo, San Mateo County, CA, 94404",2,2.0,"1,121",0,Margot Lockwood & Ricky Flores ,Golden Gate Sotheby's International Realty,"$899,000 USD",17.0,29.0,65.0
502,502,"1017 Monte Diablo AVE, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,360",0.097 ac,Todd Fernandes ,Intero Real Estate Services,"$1,399,000 USD",83.0,43.0,73.0
503,503,"841 Kathryne AVE, San Mateo, San Mateo County, CA, 94401",5,2.0,"1,990",0.138 ac,Sandra Darrow ,Real Estate eBroker Inc,"$1,400,000 USD",58.0,29.0,80.0
504,504,"45 Lundys Lane , San Mateo, San Mateo County, CA, 94402",4,3.5,"3,660",0,Becky Geller ,Compass,"$3,495,000 USD",23.0,0.0,23.0
505,505,"1024 Shoreline Dr, San Mateo, San Mateo County, CA, 94404",2,2.0,"1,150",0.03 ac,Mahshid Shaghafi ,Christie's Intl Real Estate Se,"$938,888 USD",61.0,32.0,76.0
506,506,"3815 Fernwood Street , San Mateo, San Mateo County, CA, 94403",3,2.0,"1,320",0,Jim Tierney ,NetEquity Real Estate,"$1,450,000 USD",40.0,35.0,16.0
507,507,"10 Crystal Springs Road , San Mateo, San Mateo County, CA, 94402",2,2.0,"1,238",0,Linda Druml ,Polaris Pacific,"$1,200,000 USD",95.0,46.0,61.0
508,508,"200 Elm Street 104, San Mateo, San Mateo County, CA, 94401",1,1.0,865,0.907 ac,Geoffrey Williams ,Compass,"$720,000 USD",88.0,46.0,70.0
509,509,"2625 Monterey ST, San Mateo, San Mateo County, CA, 94403",4,4.0,"3,300",0.264 ac,Disen Cai RE Group ,KW Peninsula Estates,"$3,680,000 USD",46.0,31.0,25.0
510,510,"1166 Dover Lane , Foster City, San Mateo County, CA, 94404",3,2.5,"1,790",0,Sue Walsh ,Compass,"$2,798,000 USD",45.0,0.0,56.0
511,511,"1 Baldwin AVE 319, San Mateo, San Mateo County, CA, 94401",1,1.0,"1,000",0,Joyce Bartel ,Compass,"$225,000 USD",96.0,47.0,69.0
512,512,"1636 Marina Ct Unit D, San Mateo, San Mateo County, CA, 94403",3,1.5,"1,054",0,Ava McLeod DRE#01965780 ,Alliance Bay Realty,"$849,000 USD",54.0,36.0,75.0
513,513,"519 Sylvan AVE, San Mateo, San Mateo County, CA, 94403",4,4.0,"2,382",0.127 ac,David Wang ,Compass,"$2,850,888 USD",56.0,37.0,52.0
514,514,"864 Andromeda LN, Foster City, San Mateo County, CA, 94404",3,3.0,"1,546",3.898 ac,Mary Bee ,RE/MAX Star Properties,"$1,735,000 USD",73.0,0.0,69.0
515,515,"1830 E Helene CT, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,000",0.211 ac,Corazon Lim ,eXp Realty of California Inc.,"$1,300,000 USD",58.0,29.0,80.0
516,516,"1006 College AVE, San Mateo, San Mateo County, CA, 94401",3,3.0,"1,786",0.115 ac,Luis Ocon ,eXp Realty of California Inc.,"$1,649,888 USD",71.0,31.0,59.0
517,517,"1 Baldwin AVE 219, San Mateo, San Mateo County, CA, 94401",1,1.0,"1,000",0,The Sharp Group ,KW Peninsula Estates,"$298,000 USD",96.0,47.0,69.0
518,518,"845 N Humboldt ST 410, San Mateo, San Mateo County, CA, 94401",1,1.0,693,0,Disen Cai RE Group ,KW Peninsula Estates,"$570,000 USD",78.0,33.0,68.0
519,519,"626 Crane Ave , Foster City, San Mateo County, CA, 94404",4,2.0,"1,810",0,Suzanne O'Brien ,Intero,"$1,948,000 USD",33.0,0.0,61.0
520,520,"244 State Street , San Mateo, San Mateo County, CA, 94401",2,2.5,"1,150",0,Mary Molinari ,Coldwell Banker Realty,"$1,080,000 USD",80.0,43.0,70.0
521,521,"212 Huron AVE, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,120",0.126 ac,Samantha Zhao ,Keller Williams Palo Alto,"$1,450,000 USD",60.0,23.0,72.0
522,522,"6 Fairoaks Ct, San Mateo, San Mateo County, CA, 94403",3,3.0,"2,420",0.25 ac,Chris VavRosky ,Golden Gate Sotheby's Int'l,"$2,888,000 USD",64.0,30.0,32.0
523,523,"400 Mariners Island Blvd., #318 , San Mateo, San Mateo County, CA, 94404",2,2.0,0,0,Kathleen Wilson ,Compass,"$739,000 USD",27.0,29.0,70.0
524,524,"72 W Poplar AVE, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,610",0.136 ac,Denice M. Nagel ,KW Peninsula Estates,"$2,598,000 USD",66.0,42.0,49.0
525,525,"615 Port Dr #101 , San Mateo, San Mateo County, CA, 94404",2,2.0,"1,121",0,Margot Lockwood & Ricky Flores ,Golden Gate Sotheby's International Realty,"$899,000 USD",17.0,29.0,65.0
526,526,"1017 Monte Diablo AVE, San Mateo, San Mateo County, CA, 94401",3,2.0,"1,360",0.097 ac,Todd Fernandes ,Intero Real Estate Services,"$1,399,000 USD",83.0,43.0,73.0
527,527,"841 Kathryne AVE, San Mateo, San Mateo County, CA, 94401",5,2.0,"1,990",0.138 ac,Sandra Darrow ,Real Estate eBroker Inc,"$1,400,000 USD",58.0,29.0,80.0
528,528,"25495 Southwick Dr 103, Hayward, Alameda County, CA, 94544",2,3.0,"1,500",1.58 ac,Jo Ann Luisi ,Compass,"$724,950 USD",64.0,34.0,65.0
529,529,"659 Gleneagle AVE, Hayward, Alameda County, CA, 94544",3,2.0,"1,408",0.129 ac,Stacy Mardesich ,RE/MAX Santa Clara Valley,"$999,999 USD",62.0,34.0,34.0
530,530,"25122 Angelina Ln 18, Hayward, Alameda County, CA, 94544",2,3.0,"1,274",1.5 ac,Dana Riley ,RILEY- RILEY REAL ESTATE,"$699,000 USD",59.0,39.0,59.0
531,531,"396 Thorne DR, Hayward, Alameda County, CA, 94544",3,2.0,951,0.192 ac,Tony Rosso ,eXp Realty of California Inc.,"$748,000 USD",61.0,53.0,65.0
532,532,"24349 Michelson Street, Hayward, Alameda County, CA, 94545",4,3.0,"1,723",0.11 ac,Ofelia Vargas ,"eXp Realty of California, Inc","$980,000 USD",39.0,39.0,40.0
533,533,"28695 Etta Ave, Hayward, Alameda County, CA, 94544",4,3.0,"2,220",0.12 ac,Jigna Atul Patel ,Intero Real Estate Services,"$1,295,000 USD",65.0,47.0,57.0
534,534,"1430 Almeria Dr, Hayward, Alameda County, CA, 94544",3,2.0,0,0,Thelma Orias ,Alliance Bay Realty,"$398,700 USD",50.0,34.0,53.0
535,535,"25290 Ironwood Ct, Hayward, Alameda County, CA, 94545",3,3.0,"1,495",0,Samuel Medina ,Village Properties & Assoc.,"$799,000 USD",55.0,42.0,38.0
536,536,"665 Dartmore 155, Hayward, Alameda County, CA, 94544",2,2.0,906,0.154 ac,Michael Godfrey ,Legacy Real Estate & Assoc,"$549,950 USD",49.0,46.0,24.0
537,537,"19735 Waverly, Hayward, Alameda County, CA, 94541",3,2.0,"1,182",0.12 ac,Dulce Gavino ,eXp Realty of California,"$840,000 USD",51.0,38.0,54.0
538,538,"22725 Lorand Way, Hayward, Alameda County, CA, 94541",6,3.0,"1,534",0.15 ac,Meng Wu Moser ,Realty ONE Group Future,"$950,000 USD",66.0,36.0,33.0
539,539,"3066 Chronicle Ave, Hayward, Alameda County, CA, 94542",4,3.0,"2,846",0.14 ac,Faridoon Lodin ,Alliance Bay Realty,"$1,500,000 USD",41.0,29.0,30.0
540,540,"26088 Kay Ave 301, Hayward, Alameda County, CA, 94545",2,2.0,840,1.74 ac,Albert Valdez ,Cal Real Estate,"$475,000 USD",48.0,42.0,62.0
541,541,"26937 Hayward Blvd 105, Hayward, Alameda County, CA, 94542",2,2.0,"1,189",1.21 ac,Anthony Arsondi ,Keller Williams Tri-Valley,"$450,000 USD",57.0,31.0,28.0
542,542,"721 Garin AVE, Hayward, Alameda County, CA, 94544",3,2.0,"1,430",0.141 ac,Melissa Radtke ,eXp Realty of California Inc.,"$749,888 USD",64.0,34.0,24.0
543,543,"1414 Alcazar Ave., Hayward, Alameda County, CA, 94544",2,2.0,"1,368",0,Alex Chow ,Alliance Manufactured Homes,"$229,000 USD",53.0,33.0,53.0
544,544,"149 Cue Way, Hayward, Alameda County, CA, 94544",3,4.0,"1,760",0.23 ac,Shelly Flynn ,Corcoran Global Living,"$900,000 USD",58.0,50.0,63.0
545,545,"3212 OAKES DRIVE, Hayward, Alameda County, CA, 94542",4,3.0,"1,914",0.257 ac,Laura Engen ,eXp Realty of California,"$1,299,999 USD",7.0,26.0,18.0
546,546,"25860 Gettysburg Ave, Hayward, Alameda County, CA, 94545",3,2.0,"1,163",0.13 ac,Dawar Lodin ,Alliance Bay Realty,"$1,150,000 USD",38.0,42.0,39.0
547,547,"18448 Standish Ave, Hayward, Alameda County, CA, 94541",2,2.0,866,0.43 ac,JENNIFER OUK ,eXp Realty of California,"$647,000 USD",58.0,0.0,57.0
548,548,"20903 Locust St. B, Hayward, Alameda County, CA, 94541",2,2.0,"1,355",0.05 ac,Richard Mann ,Realty One Group Elite,"$599,000 USD",56.0,0.0,23.0
549,549,"588 paradise, Hayward, Alameda County, CA, 94541",3,2.0,"1,146",0.14 ac,Rod Abdolhosseini ,Keller Williams Realty,"$770,000 USD",55.0,39.0,47.0
550,550,"25495 Southwick Dr 103, Hayward, Alameda County, CA, 94544",2,3.0,"1,500",1.58 ac,Jo Ann Luisi ,Compass,"$724,950 USD",64.0,34.0,65.0
551,551,"659 Gleneagle AVE, Hayward, Alameda County, CA, 94544",3,2.0,"1,408",0.129 ac,Stacy Mardesich ,RE/MAX Santa Clara Valley,"$999,999 USD",62.0,34.0,34.0
552,552,"25122 Angelina Ln 18, Hayward, Alameda County, CA, 94544",2,3.0,"1,274",1.5 ac,Dana Riley ,RILEY- RILEY REAL ESTATE,"$699,000 USD",59.0,39.0,59.0
553,553,"396 Thorne DR, Hayward, Alameda County, CA, 94544",3,2.0,951,0.192 ac,Tony Rosso ,eXp Realty of California Inc.,"$748,000 USD",61.0,53.0,65.0
554,554,"24349 Michelson Street, Hayward, Alameda County, CA, 94545",4,3.0,"1,723",0.11 ac,Ofelia Vargas ,"eXp Realty of California, Inc","$980,000 USD",39.0,39.0,40.0
555,555,"28695 Etta Ave, Hayward, Alameda County, CA, 94544",4,3.0,"2,220",0.12 ac,Jigna Atul Patel ,Intero Real Estate Services,"$1,295,000 USD",65.0,47.0,57.0
556,556,"1430 Almeria Dr, Hayward, Alameda County, CA, 94544",3,2.0,0,0,Thelma Orias ,Alliance Bay Realty,"$398,700 USD",50.0,34.0,53.0
557,557,"25290 Ironwood Ct, Hayward, Alameda County, CA, 94545",3,3.0,"1,495",0,Samuel Medina ,Village Properties & Assoc.,"$799,000 USD",55.0,42.0,38.0
558,558,"665 Dartmore 155, Hayward, Alameda County, CA, 94544",2,2.0,906,0.154 ac,Michael Godfrey ,Legacy Real Estate & Assoc,"$549,950 USD",49.0,46.0,24.0
559,559,"19735 Waverly, Hayward, Alameda County, CA, 94541",3,2.0,"1,182",0.12 ac,Dulce Gavino ,eXp Realty of California,"$840,000 USD",51.0,38.0,54.0
560,560,"22725 Lorand Way, Hayward, Alameda County, CA, 94541",6,3.0,"1,534",0.15 ac,Meng Wu Moser ,Realty ONE Group Future,"$950,000 USD",66.0,36.0,33.0
561,561,"3066 Chronicle Ave, Hayward, Alameda County, CA, 94542",4,3.0,"2,846",0.14 ac,Faridoon Lodin ,Alliance Bay Realty,"$1,500,000 USD",41.0,29.0,30.0
562,562,"26088 Kay Ave 301, Hayward, Alameda County, CA, 94545",2,2.0,840,1.74 ac,Albert Valdez ,Cal Real Estate,"$475,000 USD",48.0,42.0,62.0
563,563,"26937 Hayward Blvd 105, Hayward, Alameda County, CA, 94542",2,2.0,"1,189",1.21 ac,Anthony Arsondi ,Keller Williams Tri-Valley,"$450,000 USD",57.0,31.0,28.0
564,564,"721 Garin AVE, Hayward, Alameda County, CA, 94544",3,2.0,"1,430",0.141 ac,Melissa Radtke ,eXp Realty of California Inc.,"$749,888 USD",64.0,34.0,24.0
565,565,"1414 Alcazar Ave., Hayward, Alameda County, CA, 94544",2,2.0,"1,368",0,Alex Chow ,Alliance Manufactured Homes,"$229,000 USD",53.0,33.0,53.0
566,566,"149 Cue Way, Hayward, Alameda County, CA, 94544",3,4.0,"1,760",0.23 ac,Shelly Flynn ,Corcoran Global Living,"$900,000 USD",58.0,50.0,63.0
567,567,"3212 OAKES DRIVE, Hayward, Alameda County, CA, 94542",4,3.0,"1,914",0.257 ac,Laura Engen ,eXp Realty of California,"$1,299,999 USD",7.0,26.0,18.0
568,568,"25860 Gettysburg Ave, Hayward, Alameda County, CA, 94545",3,2.0,"1,163",0.13 ac,Dawar Lodin ,Alliance Bay Realty,"$1,150,000 USD",38.0,42.0,39.0
569,569,"18448 Standish Ave, Hayward, Alameda County, CA, 94541",2,2.0,866,0.43 ac,JENNIFER OUK ,eXp Realty of California,"$647,000 USD",58.0,0.0,57.0
570,570,"20903 Locust St. B, Hayward, Alameda County, CA, 94541",2,2.0,"1,355",0.05 ac,Richard Mann ,Realty One Group Elite,"$599,000 USD",56.0,0.0,23.0
571,571,"588 paradise, Hayward, Alameda County, CA, 94541",3,2.0,"1,146",0.14 ac,Rod Abdolhosseini ,Keller Williams Realty,"$770,000 USD",55.0,39.0,47.0
572,572,"25495 Southwick Dr 103, Hayward, Alameda County, CA, 94544",2,3.0,"1,500",1.58 ac,Jo Ann Luisi ,Compass,"$724,950 USD",64.0,34.0,65.0
573,573,"659 Gleneagle AVE, Hayward, Alameda County, CA, 94544",3,2.0,"1,408",0.129 ac,Stacy Mardesich ,RE/MAX Santa Clara Valley,"$999,999 USD",62.0,34.0,34.0
574,574,"25122 Angelina Ln 18, Hayward, Alameda County, CA, 94544",2,3.0,"1,274",1.5 ac,Dana Riley ,RILEY- RILEY REAL ESTATE,"$699,000 USD",59.0,39.0,59.0
575,575,"396 Thorne DR, Hayward, Alameda County, CA, 94544",3,2.0,951,0.192 ac,Tony Rosso ,eXp Realty of California Inc.,"$748,000 USD",61.0,53.0,65.0
576,576,"24349 Michelson Street, Hayward, Alameda County, CA, 94545",4,3.0,"1,723",0.11 ac,Ofelia Vargas ,"eXp Realty of California, Inc","$980,000 USD",39.0,39.0,40.0
577,577,"28695 Etta Ave, Hayward, Alameda County, CA, 94544",4,3.0,"2,220",0.12 ac,Jigna Atul Patel ,Intero Real Estate Services,"$1,295,000 USD",65.0,47.0,57.0
578,578,"1430 Almeria Dr, Hayward, Alameda County, CA, 94544",3,2.0,0,0,Thelma Orias ,Alliance Bay Realty,"$398,700 USD",50.0,34.0,53.0
579,579,"25290 Ironwood Ct, Hayward, Alameda County, CA, 94545",3,3.0,"1,495",0,Samuel Medina ,Village Properties & Assoc.,"$799,000 USD",55.0,42.0,38.0
580,580,"665 Dartmore 155, Hayward, Alameda County, CA, 94544",2,2.0,906,0.154 ac,Michael Godfrey ,Legacy Real Estate & Assoc,"$549,950 USD",49.0,46.0,24.0
581,581,"19735 Waverly, Hayward, Alameda County, CA, 94541",3,2.0,"1,182",0.12 ac,Dulce Gavino ,eXp Realty of California,"$840,000 USD",51.0,38.0,54.0
582,582,"22725 Lorand Way, Hayward, Alameda County, CA, 94541",6,3.0,"1,534",0.15 ac,Meng Wu Moser ,Realty ONE Group Future,"$950,000 USD",66.0,36.0,33.0
583,583,"3066 Chronicle Ave, Hayward, Alameda County, CA, 94542",4,3.0,"2,846",0.14 ac,Faridoon Lodin ,Alliance Bay Realty,"$1,500,000 USD",41.0,29.0,30.0
584,584,"26088 Kay Ave 301, Hayward, Alameda County, CA, 94545",2,2.0,840,1.74 ac,Albert Valdez ,Cal Real Estate,"$475,000 USD",48.0,42.0,62.0
